키워드,빈도수
정치,164
활동,164
부담,163
아주,162
해외,162
약자,159
이끌다,159
성과,158
규범,158
높이다,157
역시,156
직접,156
보호,156
이루어지다,155
국무,154
축하,153
빠르다,153
성공,153
복합,153
회담,153
아이,152
필수,151
개최,151
최근,151
우크라이나,151
토론회,151
학생,150
경쟁,149
운영,149
참여,149
영국,148
기관,148
최대,147
부탁,147
구조,146
서울,146
관련,145
계기,145
일본,144
보장,144
질서,144
유엔,144
국회,144
관리,143
또한,142
주택,142
공급,141
자랑,140
전환,139
생산,139
네덜란드,138
소통,137
가족,137
연결,136
선도,136
얘기,136
점검,135
예산,135
발표,135
시설,135
주도,134
과거,134
인력,134
참석,134
정보,132
태평양,132
무역,131
인도,131
같이,130
베트남,130
확장,129
재외,129
물가,129
우리나라,128
우선,128
전국,128
격차,128
생명,127
의미,126
깊이,126
사랑,126
조치,125
진심,125
바꾸다,125
속도,125
희생,125
기억,125
제공,124
반드시,123
도발,123
나오다,122
포함,122
관하다,121
유치,121
의견,121
현재,121
생활,121
도움,120
불법,120
서로,120
내년,119
전문가,119
계시다,118
아프리카,118
장관,117
통합,117
처음,117
한미일,116
방위,116
비전,116
진행,115
중앙,115
활성,115
보이다,115
지지,115
보건,115
증진,115
위원회,115
여러분,114
확보,114
미사일,113
물론,113
법치,113
누리다,113
대폭,112
대비,111
육성,111
방향,111
엑스포,110
진출,110
바탕,110
결과,110
취약,109
경우,109
상공인,109
클러스터,109
관심,109
플랫폼,109
전체,108
위원,108
체결,108
지난해,108
수호,108
긴밀히,108
회복,108
강국,107
병원,107
결국,107
탄소,107
선생,106
토대,106
기업인,106
수요,106
증가,106
경험,106
장병,105
데이터,105
방산,104
선거,104
강조,104
특별,103
목소리,103
아세안,103
이렇게,102
대책,102
참전,101
수도,101
이어지다,101
원칙,100
사이버,100
여건,100
영웅,100
주민,100
스타트업,100
취임,99
증원,99
파트너,99
신뢰,99
합의,99
차원,99
갖추다,99
열심히,99
그동안,98
정원,98
국방,97
집중,97
금리,97
교통,97
유지,96
최초,96
행복,96
목표,96
운동,95
환영,95
전력,95
부족,95
대구,94
의대,94
존중,94
결정,94
효과,94
동반자,94
항공,94
대화,93
역대,92
사우디,92
이미,92
기준,92
단지,92
발생,92
해양,92
향하다,91
중추,90
조금,90
기간,90
인구,90
한반도,89
세력,89
순방,89
실현,89
동력,89
늘리다,89
가격,89
부분,88
용사,88
자원,88
공간,88
열리다,88
양성,87
자산,87
소득,87
프로그램,87
인천,87
서민,86
이용,86
확인,86
코로나,86
비상,85
희망,85
어르신,85
수소,85
헌법,85
확산,85
사용,84
유럽,84
나누다,84
지향,84
계층,84
모이다,84
각국,83
공조,83
철도,83
농업,83
공공,83
체감,83
경찰,82
주거,82
세우다,82
체제,82
비롯하다,82
반영,81
의하다,81
센터,81
생태,81
양자,81
직면,81
양질,81
한번,80
달성,80
확충,80
선언,80
보고,80
파트너십,80
차례,80
해소,80
설립,80
마음껏,79
국군,79
기본,78
당시,78
어린이,78
위험,78
기조,78
이행,78
노선,78
독립,78
훈련,77
국빈,77
박람회,77
줄이다,77
대전,77
관계자,76
정도,76
현안,76
전기,76
보내다,76
수행,76
주요,76
현실,76
근로자,75
도민,75
고용,75
고도,75
의지,75
조사,75
고속,75
집행,74
추구,74
느끼다,74
실질,74
지출,74
행위,74
획기적,74
혁명,73
제시,73
보다,73
거점,73
교역,73
우수,73
재난,73
개통,73
출산,73
수교,72
개정,72
업무,72
대상,72
시절,72
일상,72
심화,72
평가,72
나서다,72
3국,72
수립,71
경기,71
아끼다,71
관광,71
협의,71
행사,71
회장,70
고통,70
이익,70
대선,70
혜택,70
조속히,70
군사,70
우즈베키스탄,69
인도네시아,69
보상,69
허브,69
새해,69
총회,69
개인,69
가운데,69
제안,68
그러다,68
실천,68
행동,68
이유,68
균형,68
단체,67
돌봄,67
신설,67
창의,67
전반,67
사고,67
세제,67
태세,66
효율,66
인상,66
지자체,66
투입,66
상호,66
기록,66
행정,66
중앙아시아,66
펼치다,66
기시다,66
프로젝트,65
프랑스,65
기울이다,65
폴란드,65
커지다,65
활력,64
사실,64
자동차,64
배우다,64
기초,64
구체,64
범죄,64
건전,64
전통,63
유가족,63
연계,63
늘어나다,63
어제,63
공산,63
고민,63
스마트,62
국내,62
우정,62
선제,62
단계,62
의원,62
기존,61
권리,61
치료,61
중동,61
발굴,61
엄청나다,61
자체,61
스스로,61
직결,61
역내,61
가짜,61
능력,60
철저,60
살피다,60
동시,60
스포츠,60
예정,60
도입,60
광물,60
한편,60
바이든,60
본격,60
인하다,60
자신,60
완화,60
추가,59
포괄,59
살리다,59
공부,59
진료,59
확립,58
즉각,58
합치다,58
갈등,58
울산,58
접근,58
다르다,58
합리,58
귀빈,58
정비,58
여성,58
곳곳,58
충분히,57
경북,57
열정,57
불편,57
특구,57
개척,57
중소기업,57
환자,57
오늘날,56
조정,56
꼼꼼,56
방식,56
이웃,56
자금,56
선택,56
통일,56
네트워크,56
부모,55
전남,55
조직,55
일정,55
친구,55
카자흐스탄,55
차질,55
마지막,55
근본,55
자영업자,54
강원,54
맞춤,54
회원국,54
발사,54
모시다,54
결코,54
인식,54
종합,54
설계,54
원자력,54
전지,54
수주,54
정권,53
바뀌다,53
적용,53
알리다,53
아우르다,53
침략,53
뜻깊다,53
조국,53
지도자,53
콘텐츠,53
연합,53
설치,53
지정,53
차세대,53
연금,52
대출,52
사례,52
유산,52
구상,52
걸치다,52
보유,52
시행,52
용기,52
지난주,51
검토,51
카타르,51
맞추다,51
힘들다,51
전부,51
든든하다,51
아직,51
향후,51
다음,51
걱정,51
비용,50
임기,50
과감하다,50
중립,50
기원,50
비즈니스,50
복원,50
재건,50
억제,50
법안,50
전투,50
올림픽,50
캐나다,50
얼마나,49
책무,49
달하다,49
앞장서다,49
촉진,49
모색,49
싸우다,49
노후,49
지구,49
공사,49
물류,48
노사,48
달리다,48
내외,48
방한,48
스탠더드,48
항만,48
돌아가다,48
이전,48
용인,48
제조,48
애쓰다,48
연구자,48
그야말로,48
불안,48
독일,48
전문,47
얼마,47
역동,47
무기,47
책임지다,47
팬데믹,47
고령,47
상승,47
세상,47
총력,47
대외,46
포럼,46
발휘,46
인태,46
다지다,46
경제인,46
안보리,46
민주,46
힘쓰다,46
기적,46
속도감,45
실시,45
장비,45
평균,45
치열,45
보훈,44
카르텔,44
다자,44
바다,44
공항,44
충남,44
리더십,44
위로,44
연습,44
뉴스,44
강력,44
맞서다,44
확신,44
리스크,44
구현,44
통과,44
작동,43
응원,43
한층,43
한국어,43
우리,43
영업,43
이념,43
청소년,43
지능,43
가슴,43
긴밀하다,43
도로,43
교수,43
존재,43
소재,43
자율,43
경의,42
작전,42
전세,42
잠재력,42
이야기,42
성취,42
착공,42
시너지,42
가동,42
완전히,42
정의,42
측면,42
전체주의,42
기능,42
모습,42
통신,41
부담금,41
걸리다,41
출생,41
영광,41
인공,41
후속,41
근로,41
아시아,41
압도,40
공격,40
입장,40
후생,40
교권,40
유공자,40
기하다,40
벤처,40
경청,40
배터리,40
출발,40
공동체,40
착수,40
이동,40
강력히,40
상생,40
직후,40
절대,40
복구,40
과학자,39
눈부시다,39
금년,39
상징,39
투명,39
내리다,39
창업,39
제정,39
의장,39
아까,39
너무,39
리더,39
주제,39
예산안,39
건축,38
풍요,38
상품,38
모르다,38
철저히,38
매년,38
대통령실,38
요구,38
영향,38
근무,38
스카우트,38
위원장,38
자녀,38
각별,38
교란,38
머리,38
불교,38
뉴욕,38
제한,38
충북,37
국토,37
환대,37
피해자,37
만전,37
무한,37
시도,37
사항,37
절차,37
중증,37
광역,37
회원,37
사기,37
집단,37
개념,37
순간,37
시기,37
발언,37
넓히다,37
동참,37
당면,37
안심,36
위반,36
국왕,36
처리,36
공감,36
마을,36
보조금,36
구간,36
들어가다,36
다니다,36
파리,36
유엔군,36
전북,36
일어나다,36
보스턴,36
일부,36
공직자,36
주역,36
현대,35
예우,35
법률,35
이탈리아,35
기금,35
비교,35
농촌,35
담당,35
기술력,35
최대한,35
재원,35
비약,35
그리다,35
마찬가지,35
임금,35
부패,35
정립,35
결합,35
결의,35
넘어서다,35
이름,35
식량,35
마무리,35
계약,34
근간,34
초청,34
이뤄지다,34
부동산,34
용산,34
영역,34
수입,34
채택,34
불과,34
폐허,34
회계,34
소비자,34
허물다,34
오르다,34
무너지다,34
가구,34
권한,34
융합,34
전하다,34
전공의,34
공무원,34
어젠다,34
밝히다,34
긴급,34
산단,34
선동,34
설명,33
청정,33
박정희,33
인사,33
분석,33
벗어나다,33
일단,33
심도,33
올리다,33
가정,33
이니셔티브,33
단순히,33
예상,33
방치,33
돌보다,33
패키지,33
신속히,33
모국,33
이해,33
석유,33
매진,33
주력,33
사태,33
협업,33
부품,32
형성,32
대회,32
협정,32
지평,32
차지,32
강원도,32
데이비드,32
혁파,32
캠프,32
게임,32
인간,32
보험,32
자치,32
즉시,32
빨리,32
감면,32
지급,32
선박,32
자문,32
워싱턴,32
마치다,32
동행,32
들어오다,32
판단,32
예측,32
각종,32
지대,32
경남,32
전폭,32
지하,32
덕분,32
특화,32
원주,32
폐지,31
호혜,31
자세,31
꾸준히,31
인명,31
통상,31
요인,31
아이디어,31
일으키다,31
각오,31
치안,31
호우,31
급여,31
대처,31
지정학,31
각자,31
노조,31
외국,31
수많다,31
아무리,31
해상,31
즐기다,31
제조업,31
뿌리,31
미치다,31
선진국,30
부문,30
출퇴근,30
꿈꾸다,30
시키다,30
운용,30
흔들리다,30
펀드,30
기다리다,30
춘천,30
가까이,30
코리아,30
끊임없이,30
모델,30
예방,30
우방국,30
독과점,30
자주,30
실제,30
가르치다,30
믿음,30
수단,30
제출,30
중소,30
세기,30
가중,30
요청,30
부가,30
여전히,30
광주,30
포용,30
주재,30
대한,30
하루,30
개편,30
최적,30
책임감,30
신규,30
개방,30
무력,30
자본,30
선정,29
감소,29
재생,29
실행,29
비핵,29
정착,29
의무,29
거치다,29
예술,29
가입,29
원천,29
기르다,29
퀀텀,29
협조,29
활약,29
벌써,29
조기,29
임하다,29
원인,29
헬스,29
전례,29
한영,29
직원,29
전공,29
공장,29
노고,29
향상,29
협의체,29
아픔,29
위성,29
생기다,29
왜곡,29
사이,29
공약,29
새기다,29
주목,29
선수,29
힘차다,29
현상,29
원조,29
자연,29
식품,29
중국,28
대표단,28
전사,28
해결책,28
뛰어나다,28
도심,28
초등학교,28
미군,28
떨어지다,28
배출,28
아프다,28
팔공산,28
앞두다,28
멈추다,28
지난달,28
모빌리티,28
지혜,28
연설,28
국경,28
도출,28
정체,28
서해,28
이자,28
입각,28
내년도,28
공개,28
경찰관,28
과도,28
교육부,28
기구,28
외국인,28
은행,28
격려,28
유익,28
아침,27
조선,27
장기,27
부부,27
격상,27
자부심,27
탄생,27
간호사,27
전달,27
사원,27
그냥,27
주변,27
민관,27
전면,27
내용,27
임대,27
학년,27
국내외,27
투르크메니스탄,27
공제,27
규정,27
방지,27
여론,27
희생자,27
확실히,27
세금,27
축제,27
육아,27
각지,26
거듭,26
전망,26
사명,26
회복력,26
원활,26
명절,26
현지,26
무대,26
지사,26
졸업,26
이러다,26
토론,26
조건,26
떠나다,26
실패,26
지식,26
연간,26
아마,26
위상,26
우려,26
모범,26
연장,26
재산,26
메가,26
기념,26
양극,26
이기다,26
녹색,26
건립,26
돌파,26
거듭나다,26
구하다,26
여정,26
윤리,26
한인,26
운동장,26
걸음,26
할인,26
확고하다,25
먹거리,25
소방,25
장애인,25
상대,25
화학,25
복지부,25
확실하다,25
수고,25
수급,25
간담회,25
포기,25
주장,25
잘못,25
의존도,25
제고,25
상반기,25
바라보다,25
반복,25
보급,25
가하다,25
경감,25
끌어올리다,25
임무,25
변하다,25
우호,25
기득,25
부합,25
요금,25
독립운동,25
지적,25
나가다,25
끝나다,25
우위,25
바치다,25
편성,25
요소,25
편의,25
형태,25
진정하다,24
지도,24
간병,24
중점,24
인센티브,24
제복,24
블록,24
한강,24
해군,24
박수,24
상인,24
근거,24
합동,24
그룹,24
상담,24
중견,24
해제,24
가스,24
공시,24
목숨,24
스위스,24
대형,24
거리,24
상태,24
완성,24
최소,24
맞대다,24
널리,24
러시아,24
재개,24
북핵,24
인하,24
훨씬,24
국립,24
가속,24
호국,24
중대,24
벌이다,24
발사체,24
박사,24
사건,24
도서,23
수원,23
영원히,23
주인,23
다하다,23
내일,23
아래,23
유통,23
업그레이드,23
주석,23
다가오다,23
부대,23
주의,23
공식,23
구성,23
사상,23
파악,23
토지,23
허위,23
계승,23
배려,23
수상,23
보완,23
추모,23
오래,23
처하다,23
선포,23
부정,23
산림,23
민족,23
의과,23
보답,23
언론,23
거대,23
제품,23
봉사,23
일원,23
강하다,23
영화,23
본질,23
한국인,23
편리,23
멋지다,23
출발점,23
체육,23
설비,23
부여,23
완료,23
비하다,23
증대,22
고려,22
전념,22
거래,22
내수,22
단축,22
채용,22
강구,22
돌아오다,22
선열,22
당국,22
담기다,22
입법,22
무장,22
예타,22
전후방,22
결실,22
진단,22
재편,22
일구다,22
기지,22
면제,22
엄중,22
미루다,22
통계,22
당하다,22
백신,22
힘껏,22
대국,22
세계인,22
조달,22
이주,22
특별법,22
너무나,22
보태다,22
굉장히,22
남부,22
열망,22
거두다,22
전자,22
야구,22
폭력,22
창설,22
명복,22
장교,22
협상,22
관점,22
제거,22
의식,22
나아지다,22
경영,21
부장,21
입주,21
신문,21
회사,21
구성원,21
호소,21
공원,21
사우디아라비아,21
지원금,21
지배,21
맡기다,21
세일즈,21
로봇,21
철학,21
히로시마,21
새만금,21
중심지,21
당장,21
애로,21
다루다,21
정확,21
창조,21
전개,21
공존,21
불확실,21
추석,21
굳건하다,21
개별,21
주권,21
하천,21
구역,21
의학,21
석학,21
앞서다,21
업체,21
워크,21
실제로,21
절감,21
가져오다,21
아파트,21
특성,21
개정안,21
사전,21
대원,21
하버드,21
내놓다,21
해운,21
하반기,20
따로,20
품목,20
승리,20
개시,20
경보,20
기획,20
국적,20
감축,20
빠지다,20
발판,20
혈세,20
박차,20
호남,20
노동자,20
플랜트,20
집단행동,20
멀리,20
체험,20
낮추다,20
국제기구,20
수익,20
프레임,20
연속,20
응급,20
홍수,20
달려오다,20
전선,20
오월,20
런던,20
침해,20
카이스트,20
유일,20
수요자,20
새로,20
통제,20
청주,20
분절,20
어떠하다,20
의료진,20
국익,20
제작,20
장학금,20
포퓰리즘,20
견인,20
던지다,20
제일,19
일반,19
아동,19
금지,19
변경,19
특정,19
되찾다,19
지진,19
마약,19
되새기다,19
수련,19
초기,19
제약,19
주어지다,19
윤석열,19
심각하다,19
전진,19
학부모,19
날로,19
치르다,19
시행령,19
가르침,19
진보,19
한국전,19
의회,19
탐사,19
스페인,19
또는,19
소위,19
협약,19
미흡,19
긴장,19
처벌,19
보강,19
따뜻하다,19
분기,19
올바르다,19
통수권자,19
이권,19
가교,19
채무,19
장전,19
협회,19
끊임없다,19
중산,19
원리,19
이차,19
루터,19
평택,19
굳건히,19
시범,19
수용,19
형제,19
원동력,19
세액,19
흘리다,19
열차,18
국제법,18
거의,18
온라인,18
적응,18
포항,18
사단,18
불어넣다,18
실증,18
국산,18
완공,18
취업,18
실크로드,18
나이,18
외환,18
선의,18
걸맞다,18
군인,18
부총리,18
공고히,18
개도국,18
거부,18
침공,18
귀하다,18
부지,18
생존,18
지시,18
교회,18
오로지,18
원래,18
위치,18
초석,18
일선,18
튀르키예,18
극대,18
새마을,18
저녁,18
건국,18
창원,18
성명,18
원폭,18
초래,18
부작용,18
수산,18
위축,18
오직,18
남기다,18
경로당,18
놓이다,18
배치,18
상임,18
교사,18
기상,18
그만큼,18
차단,18
총동원,18
시각,18
돌리다,18
질환,18
메모리,18
범위,18
기도,18
천명,18
무려,18
나타나다,18
킬러,18
고생,18
그간,18
관행,18
그대로,17
상향,17
독점,17
선순환,17
사령부,17
직장,17
과세,17
뛰어들다,17
어리다,17
농산물,17
소외,17
미르지요예프,17
드론,17
강점,17
맞이하다,17
날씨,17
정하다,17
안팎,17
명예,17
모하메드,17
스님,17
특례,17
이슈,17
거버넌스,17
세월,17
부당,17
오히려,17
명실상부,17
축적,17
결집,17
상정,17
임시,17
버팀목,17
농업인,17
고등학교,17
건의,17
솔루션,17
투자자,17
남용,17
총장,17
점점,17
가로막다,17
신흥,17
동북아,17
진입,17
학기,17
김대중,17
심의,17
결단,17
벌어지다,17
실시간,17
대북,17
각계,17
트뤼도,17
상업,17
순위,17
달라지다,17
박물관,17
여기다,17
영토,17
전수,17
정찰,17
특례시,17
검사,17
지하철,17
주식,17
중단,17
교원,17
절반,17
의존,17
거주,17
완전,17
동료,17
반대,16
처우,16
넘치다,16
연구소,16
충실히,16
편안,16
숫자,16
장애,16
유가,16
시공,16
놓치다,16
기기,16
기부,16
대단히,16
노래,16
품질,16
개진,16
보듬다,16
나무,16
주기,16
그린,16
이스라엘,16
민국,16
올라가다,16
입지,16
빠짐없이,16
사안,16
규탄,16
이정표,16
도와주다,16
연휴,16
부산항,16
유럽연합,16
하늘,16
바쁘다,16
분명,16
붕괴,16
소중하다,16
상식,16
좌우,16
강제,16
분쟁,16
중사,16
혼자,16
해당,16
의장국,16
삼성,16
권력,16
시험,16
영령,16
단호하다,16
외면,16
흐름,16
양육,16
없애다,16
울타리,16
각각,16
연합회,16
순직,16
전혀,16
을지,16
화재,16
동원,16
사무총장,16
파병,16
대한의사협회,16
단합,16
시일,16
작업,15
수해,15
일치,15
배정,15
인정,15
신청,15
해법,15
실전,15
찾아가다,15
소개,15
발발,15
권익,15
달리,15
그때,15
목적,15
성능,15
오송,15
당정,15
협의회,15
복무,15
생계,15
그치다,15
최소한,15
시정,15
법령,15
진실,15
재단,15
줄어들다,15
폭우,15
전담,15
파견,15
상권,15
패권,15
수상자,15
차량,15
원자재,15
장님,15
둔화,15
상사,15
고국,15
조코위,15
벅차다,15
집값,15
국립공원,15
양상,15
사다리,15
대부분,15
내각,15
발명,15
법치주의,15
내실,15
오시다,15
소방관,15
바르다,15
소아,15
부상,15
살펴보다,15
손실,15
동탄,15
농지,15
대덕,15
시급하다,15
정면,15
복귀,15
방역,15
기업가,15
명령,15
서문시장,15
태풍,15
조세,15
대륙,15
원하다,14
정기,14
확정,14
감시,14
다수,14
배경,14
근대,14
선진,14
가감,14
혼란,14
스마트폰,14
제재,14
노인,14
핵무기,14
보고서,14
선호,14
감행,14
차별,14
선사,14
요양,14
낭비,14
이중,14
빌리다,14
나토,14
지니다,14
보수,14
유해,14
억압,14
가꾸다,14
설정,14
신용,14
전후,14
이사국,14
받아들이다,14
휴직,14
통찰,14
질문,14
현금,14
게임 체인저,14
성원,14
둘러싸다,14
충청,14
건물,14
천안함,14
잘살다,14
상상,14
활기차다,14
입학,14
타협,14
의약품,14
화이트,14
새벽,14
교통망,14
악화,14
만찬,14
의료인,14
일어서다,14
선점,14
빅데이터,14
탈바꿈,14
축소,14
각별히,14
기자,14
둘러보다,14
위령비,14
패러다임,14
앞당기다,14
거짓,14
용납,14
장바구니,14
신념,14
사라지다,14
하나하나,14
정직,14
위주,14
방법,14
확고히,14
사법,14
젊은이,14
표하다,14
투표,14
예수,14
학문,14
디딤돌,14
실상,14
외연,14
강도,14
일관,14
완수,14
대학원,14
부르다,14
공업,14
디스플레이,14
고견,13
만남,13
온기,13
첫걸음,13
무인기,13
한울,13
체불,13
이승만,13
단순,13
참혹,13
침체,13
폭넓다,13
보통,13
가득,13
보유세,13
자료,13
입증,13
수지,13
대면,13
역점,13
제기,13
최저,13
높이,13
활발히,13
감안,13
오부치,13
전문의,13
특별자치도,13
고스란히,13
법제,13
자립,13
분별,13
공매도,13
별도,13
차이,13
고향,13
사면,13
저항,13
돌이키다,13
침수,13
처분,13
감동,13
고등,13
캠퍼스,13
상처,13
해내다,13
만족,13
사이언스,13
풀리다,13
정리,13
걸림돌,13
주거비,13
전환점,13
일류,13
영감,13
독자,13
이탈,13
소비,13
참배,13
국방력,13
항구,13
산불,13
비축,13
다짐,13
국립대,13
지휘,13
분명히,13
슬픔,13
상대국,13
호주,13
불자,13
라인,13
풍력,13
비중,13
참석자,13
혈맹,13
브랜드,13
불리다,13
공직,13
구호,13
공통,13
애정,13
움직이다,13
방해,13
여야,13
탄도,13
접목,13
유엔사,13
동서,13
긍정,13
충실,13
문명,13
매몰,13
유학,13
승격,13
보존,13
유발,13
튼튼하다,13
발돋움,12
가리다,12
실효,12
대피,12
항해,12
연말,12
한계,12
자유주의,12
화성,12
정례,12
귀국,12
소멸,12
정세,12
일방,12
발전소,12
반갑습니다,12
발견,12
주인공,12
따지다,12
완벽,12
돌아보다,12
희망차다,12
머무르다,12
샤힌,12
불행,12
꽃피우다,12
개장,12
유예,12
행안부,12
건조,12
두려워하다,12
남다르다,12
방어,12
저출산,12
천안,12
주말,12
군대,12
현대사,12
가을,12
높아지다,12
부과,12
순천,12
토카예프,12
도착,12
원점,12
숄츠,12
부실,12
세계사,12
마주,12
품격,12
종사자,12
대칭,12
원유,12
출신,12
단단히,12
우뚝,12
아버지,12
취하다,12
오일,12
진화,12
어머니,12
가난,12
상환,12
며칠,12
거시,12
분열,12
세습,12
주요국,12
겨울,12
기조연설,12
로드맵,12
생생하다,12
수습,12
하마스,12
긍지,12
연구원,12
마트,12
산하,12
재해,12
매출,12
다소,12
병행,12
전투기,12
사절단,12
찾아내다,12
발목,12
게다가,12
채널,12
불굴,12
또다시,12
학군,12
들어서다,12
대체,12
유린,12
가용,12
소형,12
바라카,12
인천상륙작전,12
과일,12
청와대,12
케어,12
홍보,12
내려오다,12
광범위,12
당선,11
사장,11
폭발,11
기틀,11
교환,11
안전망,11
지위,11
주최,11
항상,11
관문,11
손길,11
도모,11
언급,11
제언,11
제주,11
선물,11
외교관,11
깊숙이,11
국무위원,11
하노이,11
흐르다,11
실적,11
시도지사,11
드라이브,11
담보,11
위업,11
구미,11
고위급,11
산업은행,11
폭염,11
한시,11
빈틈없이,11
전제,11
어우러지다,11
아태,11
눈앞,11
여름,11
주한,11
당연히,11
당당,11
태어나다,11
하여튼,11
민주평통,11
부활,11
정당,11
민심,11
전방,11
쓰이다,11
실험,11
조약,11
담대,11
사정,11
참가,11
융자,11
물리,11
누리호,11
파격,11
적기,11
요건,11
언제나,11
산업단지,11
취리히,11
마타렐라,11
치유,11
진영,11
허용,11
세종,11
상시,11
차관,11
케네디,11
표명,11
위장,11
자동,11
징벌,11
연료,11
학창,11
조선소,11
규칙,11
이양,11
옮기다,11
하락,11
잡히다,11
기념식,11
염원,11
걸어오다,11
인플레이션,11
논리,11
수술,11
동계,11
기사,11
소르본,11
조화,11
화합,11
연구진,11
사업주,11
목포,11
경고,11
타격,11
누비다,11
조만간,11
일중,11
관세,11
가급적,11
기대다,11
국토부,11
신화,11
도쿄,11
동지,11
등록,11
퍼스트,11
파크,11
입원,11
분업,11
충격,11
민자,11
수직,11
수산물,11
후손,11
아젠다,11
최종,11
유림,11
재향,11
선배,11
궁극,11
분양,11
검증,11
왕립,11
의제,11
동결,11
채우다,11
자발,11
군인회,11
관광객,11
안기다,10
동아시아,10
직무,10
안착,10
살아가다,10
훼손,10
대사,10
튼튼히,10
공백,10
열기,10
전역,10
추세,10
스테이션,10
눈물,10
국가관,10
형사,10
안건,10
무궁무진,10
애도,10
기리다,10
파업,10
폐기,10
편하다,10
직업,10
가스전,10
보험료,10
자리매김,10
다시금,10
셔틀,10
보안,10
구입,10
유기,10
질병,10
시티,10
되돌아보다,10
포스트,10
진정,10
동해,10
편익,10
유명,10
기탄없이,10
드러나다,10
고위,10
무버,10
환경부,10
해병대,10
안동,10
제외,10
수석,10
그린벨트,10
총력전,10
다변,10
전가,10
무시,10
소임,10
사업장,10
우방,10
소프트웨어,10
집무실,10
고려인,10
등장,10
광복,10
골고루,10
유연,10
조작,10
기제,10
꼼꼼히,10
소중히,10
날개,10
장소,10
정지,10
샌프란시스코,10
섬유,10
안전부,10
활발하다,10
착륙,10
숙원,10
감염병,10
환급,10
기획부,10
보람,10
긴축,10
대만,10
흑자,10
젤렌스키,10
이하,10
오전,10
전철,10
전형,10
증권,10
납품,10
유입,10
늦추다,10
찾아오다,10
유족,10
소식,10
자라다,10
더욱이,10
인기,10
매주,10
전년,10
문체부,10
학회,10
고속철도,10
병장,10
막대하다,10
마치,10
반면,10
지침,10
수사,10
학업,10
획득,10
수서,10
크리스마스,10
광복절,10
알려지다,10
식사,10
군경,10
충족,10
산업부,10
촉구,10
합심,10
자유인,10
상당,10
순국선열,10
과연,10
준수,10
감회,10
유네스코,10
지나치다,10
원스톱,10
관리법,9
염두,9
이재민,9
미주,9
다문화,9
급속,9
감독,9
서류,9
통용,9
지리,9
식당,9
악용,9
과잉,9
형식,9
교육청,9
G20,9
존엄,9
산실,9
지난번,9
고속도로,9
정확히,9
향유,9
동반,9
스탠포드,9
부채,9
파독,9
유대,9
단속,9
숙이다,9
물자,9
약탈,9
활짝,9
묵묵히,9
안녕,9
사막,9
농민,9
마크롱,9
통화,9
하사,9
자유세계,9
약화,9
기계,9
베르디무하메도프,9
인허가,9
헤치다,9
법무부,9
감히,9
군산,9
독재,9
불러오다,9
준칙,9
야기,9
먼지,9
할아버지,9
유능,9
회복세,9
국방부,9
응징,9
고유,9
견지,9
타파,9
공학,9
숭고하다,9
지형,9
점유,9
밸리,9
남침,9
인생,9
굴복,9
지휘관,9
중소기업인,9
사과,9
자긍심,9
다녀오다,9
몰리다,9
무안,9
투쟁,9
벨트,9
